emp_no,first_name,last_name,birth_date
461990,Jacopo,Norsworthy,1952-05-07
461993,Ronghao,Penz,1953-01-17
461994,Yishai,Gyimothy,1955-02-26
461997,Fumitake,Hempstead,1953-03-15
462003,Collette,Borovoy,1954-09-07
462004,Ymte,Snyers,1954-04-04
462005,Pramod,Kushner,1952-11-28
462006,Bedir,Gyimothy,1952-04-29
462007,Rasiah,Smeets,1952-02-02
462011,Gen,Taubman,1953-05-07
462015,Gonzalo,Stellhorn,1955-01-30
462016,Taiji,Danner,1952-09-13
462017,Cheong,Cronau,1952-09-19
462018,Gil,Ernst,1953-03-06
462024,Fatemeh,Gecseg,1954-07-31
462028,Rasiah,Angot,1955-10-27
462029,Yoshinari,Keohane,1953-08-23
462032,Chikara,Oaver,1952-11-09
462033,Genta,Compeau,1955-08-26
462034,Geoffry,Lund,1952-05-11
462035,Mohammed,Egerstedt,1953-09-09
462036,Bojan,Hasenauer,1955-08-01
462038,Gianluca,Angot,1953-12-14
462044,Ziya,Salverda,1952-12-25
462049,Sachar,Antonisse,1954-01-17
462051,Jayesh,Stemann,1953-07-18
462057,Lihong,Ambroszkiewicz,1953-03-20
462059,Naftaly,Zockler,1954-01-25
462060,Gina,Veldwijk,1954-12-27
462061,Inderjeet,Maginnis,1952-09-22
462062,Francoise,Einsfeld,1952-12-09
462066,Perla,Silva,1954-01-01
462070,Mahmut,Marsiglia,1955-04-14
462072,Munehiko,Kusakabe,1952-02-17
462073,Alassane,Plump,1953-09-07
462075,Matt,Kitsuregawa,1955-07-10
462076,Katsuyuki,Guting,1954-04-24
462080,Guther,Larfeldt,1954-04-15
462081,Manu,Delgrange,1953-07-04
462085,Marco,Gulla,1952-12-01
462086,Fayez,Bressoud,1952-11-21
462091,Patricia,Stemann,1955-06-06
462092,Jouko,Rando,1952-02-29
462096,Martins,Gischer,1955-11-20
462097,Mircea,Keohane,1954-12-04
462100,Shawna,Honiden,1952-10-11
462107,Pradeep,Ferretti,1955-07-15
462109,Danil,Yeung,1954-08-10
462111,Udo,Sudbeck,1954-11-08
462112,Kaijung,Usdin,1954-06-26
462115,Nahum,Hedayat,1952-07-11
462116,Mahmut,Ramras,1955-03-27
462119,Dmitri,Masamoto,1954-10-10
462125,Sigeru,Chelton,1952-05-02
462128,Divine,Angelopoulos,1953-06-19
462132,Phule,Gronowski,1952-11-17
462133,Ishfaq,Garnier,1954-12-30
462136,Khedija,Kaltofen,1953-05-03
462140,Josyula,Chleq,1955-08-27
462144,Koldo,Nooteboom,1952-09-01
462145,Gurbir,Thimonier,1954-06-02
462146,Yongmin,Wilfing,1955-09-15
462149,Jaideep,Lampe,1955-11-05
462151,Akeel,Templeman,1953-06-10
462155,Tsutomu,Validov,1954-10-26
462157,Mabhin,Emmart,1953-02-04
462167,Moriyoshi,Figueira,1953-10-19
462172,Michaela,Danley,1952-10-27
462182,Yannis,Birdsall,1954-02-07
462186,Mikhail,Fontet,1952-07-11
462187,Marie,Laventhal,1952-07-07
462190,Kazuhira,Erdi,1952-02-16
462193,Baocai,Facello,1955-02-22
462197,Yakkov,Thiran,1955-05-07
462206,Sumant,Antonakopoulos,1952-08-27
462207,Luise,Azevdeo,1953-10-30
462208,Stafford,Hopewell,1955-08-29
462217,Aral,Unno,1955-02-24
462220,Zeljko,Boissier,1954-07-02
462221,Theron,Onuegbe,1955-10-04
462222,Kazuhiro,Shumilov,1954-06-28
462224,Jaewoo,Cyre,1953-10-11
462229,Fatemeh,Vural,1954-03-10
462230,Torsten,Ballarin,1955-11-20
462231,Anneke,Albarhamtoshy,1955-01-06
462237,Achilleas,Mundy,1952-03-06
462245,Ennio,Gischer,1955-12-24
462246,Kenton,Cooley,1952-04-13
462248,Manton,Vrecion,1955-07-11
462258,Frazer,Azulay,1954-01-30
462259,Tomoyuki,Huttel,1955-06-29
462263,Nagui,Mayerwieser,1953-10-19
462264,Kirk,Baar,1954-05-17
462271,Feiyu,Redmiles,1953-04-25
462278,Persi,Benaini,1955-01-10
462282,Adly,Morton,1954-02-20
462284,Samphel,Farrow,1954-07-11
462285,Mitchel,Asrin,1954-10-22
462286,Pintsang,Anger,1954-09-22
462289,Kenroku,Adachi,1952-05-11
462291,Vatsa,Kornatzky,1952-03-10
462298,Alselm,Debuse,1953-07-30
462303,Vishu,Chenney,1955-07-29
462304,Jordanka,Kakkar,1953-01-19
462313,Shaowei,Figueira,1952-08-21
462314,Alassane,Petereit,1953-11-15
462321,Duri,Poujol,1953-09-02
462322,Marsja,Lowrie,1953-06-16
462323,Gita,Paludetto,1952-10-27
462324,Kousuke,Naudin,1952-08-09
462328,Felicidad,Uehara,1952-10-25
462330,Krassimir,Shanbhogue,1954-03-09
462331,Sushant,Binkley,1954-01-17
462332,Yechezkel,Jenevein,1954-01-18
462333,Teunis,Cullers,1955-01-10
462336,Angus,Mawatari,1952-08-03
462339,Padma,Langford,1952-04-26
462342,Eric,Narahari,1953-01-23
462345,Taisook,Pileggi,1952-09-06
462346,Munehiko,Kropf,1953-02-01
462347,Baocai,Hashii,1954-07-29
462349,Juyoung,Shrader,1955-12-17
462351,Ohad,Jullig,1954-12-28
462355,Shahar,Besselaar,1953-07-07
462360,Volkmar,Babb,1953-01-12
462363,Masato,Peac,1955-11-06
462368,Bodo,Tsukune,1952-02-07
462370,Moty,Cappelli,1955-08-03
462371,Karlis,Schlegelmilch,1952-11-19
462372,Shaibal,Giaccio,1954-11-24
462373,Maria,Itzigehl,1953-11-12
462383,Jeong,Tomescu,1953-05-04
462384,Mitsuyuki,Hegner,1954-04-01
462386,Parviz,Rullman,1952-07-20
462387,Bezalel,Rossi,1955-11-07
462390,Leah,Yavatkar,1953-02-22
462394,Jinpo,Pena,1953-10-11
462397,Candido,Bultermann,1953-12-06
462398,Serge,Stamatiou,1955-10-02
462399,Irena,Ranai,1954-09-15
462403,Kensei,Segond,1954-09-02
462407,Sastry,Motley,1954-05-11
462409,Gou,Asser,1952-04-24
462412,Ravishankar,Pearson,1955-07-25
462419,Chinho,Peris,1952-04-15
462425,Jackson,Thambidurai,1955-10-30
462426,Shim,Crooks,1954-12-10
462431,Aimee,Perri,1955-08-09
462438,Lena,Luft,1954-09-08
462440,Francoise,Sethi,1953-04-21
462443,Miomir,Ranka,1954-08-09
462445,Mingzeng,Fargier,1954-05-28
462451,Eran,Barvinok,1953-10-26
462453,Jayesh,Molenaar,1955-09-28
462456,Bernd,Garigliano,1955-01-27
462457,Beshir,Negoita,1954-10-04
462461,Remko,Whitcomb,1952-12-26
462466,Serge,Trystram,1952-12-25
462470,Satyanarayana,Worfolk,1955-12-15
462473,Honesty,Butterworth,1955-03-31
462481,Pasqua,Veldwijk,1952-07-16
462483,Teiji,Baaz,1955-11-20
462484,Ronghao,Masamoto,1954-11-12
462485,Yakichi,Reutenauer,1953-12-16
462487,Adam,Steinauer,1954-07-07
462497,Premsyl,Engberts,1953-05-17
462503,Gadiel,Iisaku,1953-10-09
462506,Achilleas,Bugaenko,1954-01-04
462507,Aleksandar,Flasterstein,1955-01-13
462510,Kshitij,Barvinok,1955-03-24
462512,Youjian,Leuchs,1954-01-03
462518,Ishfaq,Stavenow,1955-03-24
462519,Gaetan,Zockler,1954-01-21
462526,Kokou,Verspoor,1954-10-24
462527,Steve,Decleir,1955-02-10
462530,Moto,Siepmann,1955-02-15
462537,Kristof,Schahn,1954-09-23
462539,Shin,Mikschl,1952-03-23
462549,Gretta,Bakhtari,1954-07-04
462552,Hironobu,Michaels,1953-09-05
462554,Tsz,Penn,1952-12-22
462557,Lobel,Androutsos,1955-06-02
462559,Adas,Swift,1953-08-30
462561,Vishwani,Azulay,1955-11-16
462563,Toshimori,Weedon,1954-07-27
462564,Sadok,Lamba,1953-12-04
462565,Neven,Nastansky,1952-12-22
462566,Uzi,Malabarba,1954-08-20
462581,Anneke,Szmurlo,1953-07-30
462590,DeForest,Zucker,1952-02-14
462595,Mohamadou,Pramanik,1954-03-22
462596,Ranan,Schiettecatte,1953-12-16
462598,Tsz,Picco,1955-09-13
462599,Sudhanshu,Ebeling,1955-06-13
462600,Uriel,Chvatal,1954-07-07
462607,Arif,Qiwen,1953-01-08
462609,Syozo,Kroha,1954-05-04
462610,Sumant,Beeson,1954-05-19
462617,Jaroslava,Schiettecatte,1954-05-02
462618,Mingdong,Munoz,1955-12-14
462620,Temple,Monkewich,1955-04-21
462622,Duri,Molberg,1952-10-05
462627,Isaac,Dehkordi,1954-04-18
462628,Aluzio,Jullig,1955-08-03
462641,Lijia,Linnainmaa,1955-07-09
462648,Fatemeh,Sridhar,1955-10-06
462649,Werner,Keustermans,1955-06-01
462659,Boguslaw,Erni,1953-02-15
462668,Bedrich,Jenevein,1954-09-17
462669,Shuichi,Millington,1955-07-08
462680,Tremaine,Pesch,1952-08-01
462681,Henk,Bruckman,1954-08-08
462685,Temple,Candan,1952-08-30
462687,Willard,Danlos,1952-12-21
462689,Shen,Piazza,1952-10-23
462690,Shaunak,Hettesheimer,1954-01-12
462694,Yuqun,Farrel,1952-11-03
462698,Tzvetan,Blokdijk,1952-03-04
462703,Jaber,Terkki,1955-07-06
462705,Mohit,Norsworthy,1954-03-18
462706,Caolyn,VanScheik,1953-05-29
462708,Jianhua,Rijckaert,1953-06-03
462711,Urs,Spinelli,1952-03-31
462712,Heping,Picco,1952-08-24
462717,Gina,Dehkordi,1952-06-28
462734,Shridhar,Jansch,1955-07-07
462737,Yuguang,Szemeredi,1952-11-24
462742,Jayson,Kruskal,1954-06-19
462743,Ranan,Peral,1952-06-22
462747,Owen,Syrzycki,1952-04-16
462748,Duke,Rosar,1954-07-05
462749,Yunming,Ramsay,1952-07-04
462754,Soenke,Hambrick,1954-09-09
462755,Arunachalam,Sigstam,1955-10-20
462756,Alexius,Esposito,1955-06-10
462759,Bodo,Kaiserswerth,1952-07-01
462760,Chenye,Baja,1953-07-28
462763,Xiahua,Collette,1954-01-20
462765,Yurii,Rohrbach,1952-11-17
462766,Rosita,Kampfer,1953-09-15
462767,Uri,Ranai,1954-09-19
462769,Tse,Coors,1953-08-20
462770,Aamer,Spell,1955-03-22
462774,Moie,Chinal,1952-02-02
462775,Willard,Simkin,1955-05-23
462776,Mostafa,Dechter,1953-11-16
462777,Turgut,Malinowski,1954-04-20
462780,Ioana,Nitta,1952-04-14
462783,Kazuhiko,Kalloufi,1954-06-24
462788,Xuedong,Pleszkun,1953-08-15
462790,Fumiyo,Chandrasekhar,1955-01-27
462792,Shim,Merkl,1954-10-02
462796,Kellyn,Murtha,1954-12-01
462800,Sariel,Auria,1953-06-08
462801,Chinya,Zyda,1953-08-17
462809,Mana,Brlek,1954-11-26
462814,Anneli,Linnainmaa,1954-02-24
462819,Dmitry,Zwicker,1954-03-28
462829,Moss,Range,1952-09-04
462831,Heather,Wolniewicz,1954-10-09
462832,Jenwei,Conte,1954-11-20
462834,Kristinn,Undy,1955-11-07
462836,Persi,Rosaz,1953-05-03
462839,Huan,Ariola,1954-02-07
462844,Khatoun,Gini,1952-02-13
462849,Tadahiro,Pintelas,1953-09-10
462857,Kwangsub,Hoogerwoord,1953-06-03
462859,Xinglin,Gire,1954-10-26
462863,Jamaludin,Cullers,1955-08-06
462865,Kensei,Schaad,1954-07-08
462866,Babette,Ritcey,1954-09-05
462869,Bedir,Malabarba,1953-08-01
462871,Sorina,Oberman,1954-11-14
462872,Shahaf,Zirintsis,1955-08-18
462875,Francoise,Picaronny,1954-05-07
462876,Taegyun,Kirkerud,1954-12-03
462877,Xuedong,Glowinski,1954-08-13
462879,Gio,Ranta,1953-04-26
462880,Godehard,Trumbly,1954-09-10
462881,Kwun,Colorni,1952-10-17
462883,Pranas,Validov,1953-07-15
462889,Kendra,Plumb,1953-10-09
462890,Jinya,Peak,1955-06-09
462892,Mohit,Clemencon,1954-03-09
462893,Genevieve,Angel,1955-11-18
462895,Diederik,Larfeldt,1954-06-20
462897,Ayonca,Danlos,1952-04-13
462898,Sajjad,Schonegge,1953-02-09
462900,Gao,Sudbeck,1952-03-23
462902,Shugo,Sommer,1954-02-27
462904,Shigeaki,Slobodova,1953-03-01
462905,Fay,Chvatal,1954-05-31
462906,Mary,Cronin,1953-11-17
462908,Alejandro,Stifter,1955-11-04
462910,Maria,Luff,1953-07-29
462911,Shay,Kusakabe,1953-08-14
462915,Diederik,Spinelli,1955-04-28
462916,Tomokazu,Cappelletti,1952-10-27
462918,Satosi,Iivonen,1954-09-07
462919,Taizo,Atrawala,1953-01-19
462921,Kwun,Poehlman,1953-10-03
462924,Sanjay,Veevers,1955-03-03
462925,Dharmaraja,Comyn,1952-02-11
462929,Pramod,Litvinov,1955-09-14
462932,Jaber,Loncour,1953-09-02
462933,Randy,Hemaspaandra,1953-09-18
462936,Selwyn,Mawatari,1955-10-01
462944,Georgy,Zizka,1955-10-10
462946,Anestis,Emden,1955-09-09
462955,Eben,Kusakabe,1954-05-01
462957,Tesuro,Poehlman,1954-11-03
462959,Isamu,Pintelas,1955-10-06
462962,Heejo,Alpay,1952-02-17
462963,Wonhee,Kadhim,1952-12-02
462969,Chrisa,Schneeberger,1955-11-12
462978,Tomoyuki,Imataki,1953-10-15
462982,Kankanahalli,Mundy,1953-06-30
462987,Nevio,Shrader,1954-03-22
462991,Mahmut,Monkewich,1955-02-01
462994,Horward,Haldar,1955-02-24
462999,Venkatesan,Gonthier,1952-06-05
463003,Branimir,Ferretti,1953-09-09
463008,Yifei,Tetzlaff,1955-09-11
463010,Abdelwaheb,Prochazka,1953-08-28
463014,Xuejia,Bodoff,1953-05-23
463019,Jovan,Figueira,1955-11-07
463027,Peer,Pews,1954-07-23
463029,Huiqun,Cmelik,1954-04-13
463030,Kazuhito,Oppitz,1955-12-27
463031,Uno,Hinsberger,1954-01-15
463039,Zine,Validov,1952-02-17
463041,Navid,Litecky,1953-11-19
463042,Billie,Peron,1954-06-10
463048,Gen,Sadowski,1952-03-24
463053,Urs,Weedon,1954-07-13
463055,Arunachalam,Peternell,1952-08-07
463061,DAIDA,Hmelo,1952-12-03
463063,Serge,Ellozy,1953-07-26
463067,Oddvar,Gyorkos,1954-09-30
463075,Eben,Kisuki,1953-07-09
463076,Mechthild,Swen,1954-07-25
463078,Shirish,Mateescu,1953-01-23
463079,Sushant,Baja,1952-06-27
463081,Leen,Chaudhury,1952-03-12
463085,Gudjon,Ranon,1953-08-15
463087,Sajjad,Schach,1955-03-12
463092,Arnould,Peres,1952-03-29
463093,Evgueni,Frolund,1952-02-22
463098,Howell,Merlo,1953-09-20
463100,Shaw,Zucker,1955-04-19
463101,Chaoyi,Vasanthakumar,1955-09-06
463102,Elrique,Rajcani,1954-01-09
463104,Sorina,Miculan,1953-12-27
463110,Shooichi,Ohori,1953-05-19
463117,Jianhao,Suomi,1952-12-06
463124,Xinan,Ventosa,1953-03-29
463126,Niclas,Gulak,1952-12-23
463131,Cathie,Bolsens,1952-05-18
463140,Martial,Naudin,1953-03-12
463141,Marsha,Masaki,1952-05-19
463143,Barton,Parveen,1953-01-13
463147,Georgy,Terwilliger,1954-12-24
463149,Valeska,Kamber,1953-07-07
463152,Premsyl,Schiper,1954-01-14
463155,Aemilian,Sabnani,1954-09-23
463156,Vojin,Miake,1953-04-14
463160,Jiang,Speek,1954-04-30
463161,Subhash,Milicia,1955-04-22
463178,Marsha,Conte,1953-07-05
463184,Cedric,Bruckman,1952-05-23
463185,Yahiko,Rosay,1953-02-10
463187,Sachin,Penn,1952-12-14
463200,Bangqing,Tyugu,1954-09-07
463210,Sachar,Peltason,1954-11-13
463214,Toshimo,Acton,1955-12-12
463224,Lorien,Erev,1955-06-30
463227,Renny,Anger,1955-09-05
463240,Temple,Alpin,1952-04-09
463248,Adib,Lanphier,1955-01-24
463250,Arup,Ranta,1953-01-09
463252,Demin,Krzyzanowski,1954-09-25
463253,Harngdar,Yetim,1953-11-29
463256,Mabhin,Demos,1953-01-21
463260,Masako,Muntz,1955-07-08
463263,Takahito,Kushner,1955-07-27
463270,Marsja,Birta,1953-03-20
463278,Sanjay,Speer,1955-06-24
463282,Kristin,Bojadziev,1954-08-16
463286,Kwangho,Avouris,1952-05-26
463287,Jianwen,Kirkerud,1952-12-11
463290,Seongbae,Potthoff,1955-07-12
463295,Kersti,Caine,1955-06-24
463297,Alenka,Yoshimura,1952-02-19
463298,Adil,Stenning,1955-04-07
463300,Serif,Seiwald,1954-12-16
463304,Ulf,Kenevan,1953-10-16
463305,Xiadong,Birch,1952-02-22
463307,Falguni,Perri,1955-04-27
463309,Ger,Cappello,1955-01-04
463310,Yoshimitsu,Melichar,1952-02-22
463311,Fuqing,Scharstein,1953-06-18
463312,Keung,Godskesen,1954-01-19
463316,Seongbae,Iwayama,1954-12-21
463317,Marco,Baar,1955-08-10
463318,Ung,Ginneken,1952-09-02
463324,Moto,Heijenga,1952-03-20
463327,Udo,Keirsey,1954-05-07
463330,Minghong,Oxenboll,1952-11-26
463332,Karsten,Piazza,1953-11-28
463334,Tran,Peak,1955-10-27
463340,Danae,Buchter,1953-07-04
463346,Satoru,Pramanik,1952-11-25
463351,Achilleas,Schaar,1952-04-16
463356,Nechama,Peyn,1953-06-04
463357,Shaz,Zedlitz,1953-03-04
463360,Ung,Benantar,1953-10-25
463362,Anneli,Muniz,1952-05-25
463368,Kotesh,Irland,1955-03-12
463370,Khue,Eiter,1954-07-23
463371,Dannz,Compeau,1953-01-26
463373,Shahab,Imataki,1952-08-09
463376,Make,Tasistro,1954-06-24
463377,Greger,Ranai,1955-04-10
463378,Moheb,Huttel,1952-07-14
463380,Tomoyuki,Kadhim,1953-12-15
463381,Sivanarayana,Schieder,1952-03-29
463388,Udaiprakash,Wrigley,1952-05-31
463389,Shahaf,Bugrara,1952-05-15
463390,Xiahua,Hiltgen,1955-06-02
463392,Masoud,Vandervoorde,1955-01-31
463393,Bilhanan,Takkinen,1952-08-23
463397,Gay,Kenevan,1952-03-25
463399,Tristan,Shimshoni,1953-08-19
463401,Chrisa,Boyle,1953-09-29
463404,Dante,Raczkowsky,1953-12-01
463408,Martina,Kaminger,1952-05-25
463411,Charlene,Bierbaum,1955-06-08
463413,Kristinn,Lorys,1954-03-10
463422,Dante,Lieblein,1955-01-19
463426,Tetsurou,DuCasse,1954-11-19
463431,Lalit,Samarati,1953-10-08
463433,Luerbio,Neiman,1952-06-19
463434,Bilhanan,Tempesti,1952-10-03
463444,Patricia,Zambonelli,1955-12-28
463449,Aemilian,Varman,1955-12-29
463450,Rajmohan,Muchinsky,1953-06-04
463451,Subhash,Kuhnemann,1953-04-18
463452,Mark,Gajiwala,1953-12-29
463459,Mohammed,Farrag,1953-11-02
463463,Katsuyuki,Klerer,1955-05-29
463464,Conor,Adachi,1954-04-21
463475,Theron,Heystek,1955-12-02
463476,Mabo,Pouyioutas,1953-11-06
463480,Otmar,Emden,1954-05-18
463483,Younwoo,Narlikar,1955-08-04
463488,Marie,Azuma,1953-11-15
463491,Jouko,Dichev,1953-10-05
463492,Yuuichi,Granlund,1952-02-14
463494,Kristine,Ishibashi,1953-12-05
463500,Lorien,Terkki,1952-06-07
463506,Kazuhiko,Furudate,1952-12-09
463511,Mads,Hennings,1953-11-29
463519,Navid,Munch,1952-06-19
463520,Valery,Gajiwala,1954-09-19
463523,Amabile,Raoux,1955-02-28
463524,Koldo,Papadias,1953-11-14
463526,Vasiliy,Sluis,1953-08-07
463529,Inderjeet,Kusakabe,1952-08-21
463530,Gaetan,Boreale,1954-12-01
463535,Arch,Uhrik,1954-04-03
463537,Sashi,Kulisch,1953-10-16
463538,Elliott,Schueller,1954-01-07
463541,Naraig,Schneeberger,1954-12-21
463544,Dietrich,Gornas,1954-01-06
463545,Seongbin,Alvarado,1953-06-24
463548,Chinho,Huhdanpaa,1952-11-16
463549,Rutger,Ghazalie,1953-03-23
463550,Khalil,Duclos,1953-12-08
463551,Luerbio,Ramaiah,1952-08-22
463552,Boaz,Brodie,1953-02-19
463553,Fumiya,Passino,1953-11-16
463554,Kristina,Kranzdorf,1953-11-13
463556,Monique,Emmart,1954-01-07
463560,Ipke,Schmezko,1954-09-08
463562,Gal,Landherr,1954-02-23
463568,Udi,Lichtner,1952-07-31
463575,Poorav,Talmor,1953-12-10
463576,Vishu,Tiemann,1954-03-01
463587,Kwun,Chandrasekhar,1952-09-01
463592,Maris,Riefers,1954-07-12
463594,Jiakeng,Bresenham,1955-09-14
463598,Etsuo,Yetto,1955-11-29
463602,Chinya,Servi,1955-10-15
463606,Yannis,Casley,1953-06-05
463607,Lubomir,Falster,1955-10-22
463608,Golgen,Vernadat,1954-11-24
463610,Berto,Chiola,1955-06-28
463615,Sariel,Quittner,1954-05-09
463621,Lidong,Kobara,1955-07-02
463623,Gro,Chandrasekhar,1955-09-29
463630,Lokesh,Poujol,1954-08-08
463631,Mohd,Veccia,1952-12-31
463632,Chinya,Foote,1952-11-22
463634,Randi,Gihr,1953-12-14
463640,Miquel,Gyorkos,1952-07-08
463641,Bezalel,Trachtenberg,1953-04-07
463644,Zorica,Schneeberger,1955-08-03
463648,Rayond,Serdy,1955-12-29
463649,Leaf,Picaronny,1953-01-26
463658,Weiyi,Kroha,1955-08-08
463659,Gretta,Driscoll,1955-03-13
463660,Bedir,Ratnakar,1953-02-27
463661,Minghong,Janocha,1954-10-13
463665,Berthier,Hutter,1954-08-13
463672,Jixiang,Kobara,1952-05-01
463676,Heon,Gils,1954-12-11
463679,Constantijn,Thimonier,1955-07-23
463680,Giri,Papadias,1953-11-12
463681,Gian,Kalefeld,1954-12-05
463683,Kauko,Bottner,1955-06-17
463684,Richard,Morrin,1954-05-23
463686,Uri,Wiegley,1953-06-29
463687,IEEE,Khamsi,1953-02-06
463688,Florina,Baja,1952-10-03
463689,Roselyn,Seghrouchni,1953-02-24
463691,Leandro,Chorvat,1953-12-23
463696,Sigeru,Babu,1953-10-15
463699,Roded,Bardell,1954-06-10
463700,Giao,Maraist,1955-07-28
463701,Zvonko,Nourani,1955-07-27
463705,Xudong,Biron,1953-03-03
463717,Mari,Pell,1953-02-14
463725,Wonhee,Zumaque,1952-08-14
463731,Weidon,Erev,1954-02-27
463732,Tran,Hiraishi,1955-03-12
463735,Martine,Birrer,1954-03-07
463736,Howell,Smeets,1955-10-10
463738,Hairong,Pellegrinelli,1955-02-25
463741,Parto,Plessier,1954-05-19
463742,Khedija,Vickson,1952-05-24
463743,Dharmaraja,Seghrouchni,1955-11-12
463745,Parke,Raczkowsky,1954-04-24
463746,Berhard,Reistad,1955-06-04
463748,Francesca,Yeung,1952-06-23
463749,Troy,Morrow,1955-10-08
463751,Toshimi,Sommer,1953-05-04
463752,Tokuyasu,Nannarelli,1955-01-19
463756,Marc,Emden,1952-04-19
463760,Charmane,Carrera,1952-06-26
463762,Elliott,Lunn,1952-02-26
463768,Mihalis,Pillow,1955-05-19
463769,Kristin,Schaft,1953-09-28
463777,Gor,Rosca,1953-05-20
463781,Val,Heystek,1952-08-25
463782,Teiji,Braccini,1954-07-13
463785,Marlo,Felder,1953-02-03
463788,Yurii,Cooke,1953-11-28
463789,Mani,Karcich,1953-09-07
463791,Owen,Luders,1952-09-01
463792,Masoud,Baezner,1953-01-13
463793,Jongsuk,Takanami,1952-03-27
463796,Sariel,Heijenga,1952-02-11
463797,Eldridge,Swab,1952-06-06
463800,Jiann,Ranum,1954-04-13
463801,Reinhard,Vilarrasa,1952-02-22
463802,Yolla,Weisert,1952-05-25
463804,Ymte,Potthoff,1955-11-08
463806,Freyja,Borstler,1953-08-25
463808,Berni,Mitchem,1953-09-22
463810,Sanjai,Holburn,1953-07-18
463814,Lena,Kandlur,1953-11-22
463816,Feiyu,Hanratty,1955-03-28
463823,Falguni,Kieras,1954-02-17
463825,Gao,Coombs,1953-04-26
463839,Teiji,Narahara,1955-06-09
463841,Christ,Narwekar,1953-08-08
463842,Susumu,Shumilov,1955-09-13
463845,Kiyomitsu,Steinauer,1954-05-02
463849,Ingemar,Thummel,1952-04-20
463850,Candida,Segond,1955-10-31
463857,Girolamo,Khasidashvili,1952-04-06
463862,Baocai,Compeau,1954-11-02
463863,Panayotis,Bellmore,1953-09-24
463867,Rimli,Bakhtari,1954-02-16
463868,Parto,Szemeredi,1954-07-30
463869,Tooru,Zumaque,1955-02-26
463877,Raimond,Comte,1952-11-02
463890,Kenroku,Vitiello,1953-12-26
463893,Jaideep,Stamatiou,1952-07-18
463894,Arfst,Montemayor,1952-02-19
463903,Avishai,Ventosa,1953-07-01
463904,Leah,Selvestrel,1952-10-03
463910,Kristine,Aloia,1955-07-20
463917,Harngdar,Cummings,1953-09-09
463920,Irene,Welham,1955-11-22
463921,Lalit,Bahr,1952-02-02
463923,Achilleas,Lubachevsky,1953-12-08
463932,Conrado,Marakhovsky,1955-02-07
463935,Izaskun,Haldar,1955-05-02
463936,Giri,Schlenzig,1954-01-06
463940,Jinya,Kroha,1954-09-22
463941,Phillip,Hainaut,1954-11-17
463945,Mads,Sifakis,1952-06-24
463957,Marjo,Emiris,1954-02-02
463959,Lein,Zaccaria,1955-01-30
463962,Tuval,Beeson,1953-07-08
463964,Teiji,Kemmerer,1955-06-17
463965,Jahangir,Christ,1955-08-27
463970,Mamdouh,Ranon,1953-06-10
463973,Christ,Bierbaum,1953-05-03
463977,Susuma,Detkin,1952-07-16
463978,Pasqua,Pillow,1954-08-14
463980,Howell,Etalle,1953-12-01
463986,Aleksander,Rahimi,1953-08-26
463989,Munenori,Honglei,1952-12-19
463991,Khaled,Heusch,1955-04-28
463993,Debaprosad,Serot,1952-05-16
463997,Boguslaw,Luft,1953-09-02
464000,Sadok,Kushner,1955-05-06
464001,Shakhar,Lanphier,1953-02-07
464005,Gino,Merli,1954-03-17
464006,Adly,Quittner,1954-07-16
464008,Kiam,Puoti,1953-07-12
464010,Constantijn,Uhrig,1952-04-17
464012,Vasiliy,Varker,1954-07-07
464015,Percy,Pileggi,1953-12-15
464020,Leaf,Kuzuoka,1952-03-04
464022,Bartek,Beznosov,1953-01-22
464023,Yinghua,Zuberek,1952-03-21
464024,Bangqing,Yavatkar,1953-06-04
464025,Brigham,Baezner,1954-09-30
464027,Bernice,Suomi,1955-05-01
464033,Fan,Beilner,1952-03-12
464039,Giap,Cooley,1954-11-08
464040,Hyuncheol,Kavraki,1954-04-21
464041,Adly,Pero,1954-08-10
464046,Kensei,Gischer,1954-06-09
464050,Shan,Bratten,1955-11-16
464051,Horward,Worfolk,1952-03-13
464052,Lorien,Hutton,1952-04-11
464054,Ger,Ranai,1954-06-17
464059,Harngdar,Rullman,1953-01-31
464061,Kiyotoshi,Soloway,1955-09-03
464062,Hisao,Delgrange,1955-03-23
464063,Weiru,Simmel,1953-05-30
464067,Mahendra,Gulik,1954-02-18
464069,Chaitali,Sifakis,1955-10-27
464075,Abdelwaheb,Angel,1955-08-06
464077,Bernice,Parfitt,1955-11-30
464080,Yongqiao,Morrow,1954-10-16
464084,Shaowei,Slaats,1952-09-17
464087,Shan,Madeira,1954-08-03
464089,Fox,Sommer,1952-09-09
464091,Jaewoo,Merlo,1955-03-29
464092,Jordanka,Cronan,1952-06-11
464098,Odinaldo,Ushiama,1952-12-20
464102,Sibyl,Maraist,1954-03-05
464105,Xiadong,Ossenbruggen,1954-01-19
464106,Duke,Businaro,1952-04-05
464110,Mara,Binkley,1953-10-22
464112,Christoper,Matheson,1954-09-11
464125,Volkmar,Schrooten,1954-11-05
464128,Elvia,Halloran,1954-05-17
464130,Fan,Osgood,1952-09-02
464133,Taisook,Nyrup,1955-01-01
464134,Sumant,Improta,1955-01-01
464135,Chaitali,Braunmuhl,1952-07-03
464139,Shai,Viele,1954-09-29
464140,Kolar,Broomell,1952-12-25
464141,Chuanti,Bhattacharjee,1953-10-11
464144,Mostafa,Ashish,1952-06-07
464145,Kotesh,Hellwagner,1955-05-12
